,lower,upper,mean,wave,age.group,contact.age.group,text_color,row_num,col_num
123,2.745218461,2.772322745,2.758939643,Wave 22,"[17,70)",70+,up,4,2
124,0.703824647,0.714386084,0.70904134,Wave 22,70+,"[0,17)",low,4,2
125,2.746676581,2.772878804,2.759261801,Wave 22,70+,"[17,70)",up,4,2
126,2.845494441,2.895445144,2.870741759,Wave 22,70+,70+,up,4,2
127,5.391959226,5.430366198,5.411286182,Wave 23,"[0,17)","[0,17)",up,4,3
128,4.037228876,4.062262075,4.049424893,Wave 23,"[0,17)","[17,70)",up,4,3
129,0.57883495,0.59055317,0.584492007,Wave 23,"[0,17)",70+,low,4,3
130,4.037561627,4.062236139,4.049741494,Wave 23,"[17,70)","[0,17)",up,4,3
131,5.458799278,5.481342857,5.470507405,Wave 23,"[17,70)","[17,70)",up,4,3
132,2.272429166,2.294655731,2.283885799,Wave 23,"[17,70)",70+,up,4,3
133,0.57865557,0.590297679,0.584633252,Wave 23,70+,"[0,17)",low,4,3
134,2.273085123,2.295131061,2.284280952,Wave 23,70+,"[17,70)",up,4,3
135,3.002346033,3.050095005,3.026892038,Wave 23,70+,70+,up,4,3
136,5.046198179,5.081732606,5.064179097,Wave 24,"[0,17)","[0,17)",up,4,4
137,4.167289082,4.188822891,4.177629691,Wave 24,"[0,17)","[17,70)",up,4,4
138,0.72978729,0.741700458,0.735628615,Wave 24,"[0,17)",70+,low,4,4
139,4.166668272,4.189423061,4.177517888,Wave 24,"[17,70)","[0,17)",up,4,4
140,5.600637649,5.624254355,5.612520602,Wave 24,"[17,70)","[17,70)",up,4,4
141,2.772219357,2.794315116,2.783530649,Wave 24,"[17,70)",70+,up,4,4
142,0.729626716,0.741941945,0.735899574,Wave 24,70+,"[0,17)",low,4,4
143,2.772027948,2.794104448,2.783192827,Wave 24,70+,"[17,70)",up,4,4
144,3.285222633,3.329277901,3.306871718,Wave 24,70+,70+,up,4,4
145,5.05446652,5.100285133,5.078384319,Wave 25,"[0,17)","[0,17)",up,5,1
146,3.738856522,3.764036228,3.75104117,Wave 25,"[0,17)","[17,70)",up,5,1
147,0.667531098,0.681452209,0.674336718,Wave 25,"[0,17)",70+,low,5,1
148,3.739034139,3.763586053,3.751389747,Wave 25,"[17,70)","[0,17)",up,5,1
149,5.424758214,5.448118955,5.436575892,Wave 25,"[17,70)","[17,70)",up,5,1
150,2.673316389,2.697836312,2.685279927,Wave 25,"[17,70)",70+,up,5,1
151,0.667155176,0.681626474,0.674648256,Wave 25,70+,"[0,17)",low,5,1
152,2.672592589,2.697041029,2.685171836,Wave 25,70+,"[17,70)",up,5,1
153,3.095980437,3.144312542,3.119850425,Wave 25,70+,70+,up,5,1
154,3.946092662,3.976032147,3.960951779,Wave 26,"[0,17)","[0,17)",up,5,2
155,3.435443853,3.455421397,3.445226335,Wave 26,"[0,17)","[17,70)",up,5,2
156,0.533096373,0.542857206,0.537924493,Wave 26,"[0,17)",70+,low,5,2
157,3.435357094,3.455082793,3.44533312,Wave 26,"[17,70)","[0,17)",up,5,2
158,5.33114193,5.351228505,5.341483667,Wave 26,"[17,70)","[17,70)",up,5,2
159,2.700243704,2.7225792,2.711131827,Wave 26,"[17,70)",70+,up,5,2
160,0.532906141,0.542743791,0.537803638,Wave 26,70+,"[0,17)",low,5,2
161,2.700629524,2.722528881,2.71126258,Wave 26,70+,"[17,70)",up,5,2
162,3.06754324,3.105611645,3.086990978,Wave 26,70+,70+,up,5,2
163,3.819662748,3.852228853,3.835864678,Wave 27,"[0,17)","[0,17)",up,5,3
164,3.525906649,3.547040526,3.537004732,Wave 27,"[0,17)","[17,70)",up,5,3
165,0.556557992,0.567216484,0.561793667,Wave 27,"[0,17)",70+,low,5,3
166,3.52591124,3.54774732,3.536893199,Wave 27,"[17,70)","[0,17)",up,5,3
167,5.495469245,5.51746979,5.506401571,Wave 27,"[17,70)","[17,70)",up,5,3
168,2.608574835,2.630680481,2.619845673,Wave 27,"[17,70)",70+,up,5,3
169,0.556340163,0.566961618,0.561719911,Wave 27,70+,"[0,17)",low,5,3
170,2.609361208,2.631867445,2.620477169,Wave 27,70+,"[17,70)",up,5,3
171,3.387024312,3.433482425,3.410086324,Wave 27,70+,70+,up,5,3
172,3.979442745,4.013571133,3.996515432,Wave 28,"[0,17)","[0,17)",up,5,4
173,3.474803503,3.494909263,3.484995747,Wave 28,"[0,17)","[17,70)",up,5,4
174,0.600864487,0.611444076,0.606252002,Wave 28,"[0,17)",70+,low,5,4
175,3.474992368,3.494933898,3.485072299,Wave 28,"[17,70)","[0,17)",up,5,4
176,5.399422673,5.422600581,5.411237063,Wave 28,"[17,70)","[17,70)",up,5,4
177,2.485922951,2.505530571,2.495898144,Wave 28,"[17,70)",70+,up,5,4
178,0.601255444,0.610920084,0.606195399,Wave 28,70+,"[0,17)",low,5,4
179,2.485058474,2.505245699,2.495129417,Wave 28,70+,"[17,70)",up,5,4
