"","lower","upper","mean","wave","age.group","contact.age.group","text_color","row_num","col_num"
"1",4.44452520586282,4.48031224395956,4.46221145712949,"Wave 9","[0,17)","[0,17)","up",1,1
"2",6.67046857665323,6.71254565516864,6.69120477975711,"Wave 9","[0,17)","[17,70)","up",1,1
"3",0.239692222502389,0.24769954870631,0.243600419479037,"Wave 9","[0,17)","70+","low",1,1
"4",0.87935250543492,0.888714022815828,0.884052912532012,"Wave 9","[17,70)","[0,17)","low",1,1
"5",6.44768590794103,6.47216047384005,6.45981851212814,"Wave 9","[17,70)","[17,70)","up",1,1
"6",0.605342968094147,0.611829889314837,0.608578652208701,"Wave 9","[17,70)","70+","low",1,1
"7",0.271111199457899,0.283632173188422,0.277295045131479,"Wave 9","70+","[0,17)","low",1,1
"8",3.0771933606148,3.12835399712126,3.10192445165989,"Wave 9","70+","[17,70)","up",1,1
"9",2.5287754043946,2.57129340424488,2.54946280195656,"Wave 9","70+","70+","up",1,1
"10",4.99578509659847,5.03159261397782,5.01386430036174,"Wave 10","[0,17)","[0,17)","up",1,2
"11",7.20604272752578,7.25310478587403,7.22989991336036,"Wave 10","[0,17)","[17,70)","up",1,2
"12",0.23775932938197,0.245314275336631,0.241593764231283,"Wave 10","[0,17)","70+","low",1,2
"13",0.934551150161305,0.943273513363276,0.938896220015934,"Wave 10","[17,70)","[0,17)","low",1,2
"14",6.60960764938474,6.63208154874799,6.62068394382507,"Wave 10","[17,70)","[17,70)","up",1,2
"15",0.611823397423843,0.618293433214636,0.615003551170471,"Wave 10","[17,70)","70+","low",1,2
"16",0.18838398680349,0.19775986645387,0.192989826577179,"Wave 10","70+","[0,17)","low",1,2
"17",4.06932590575895,4.1262731437745,4.09776823885213,"Wave 10","70+","[17,70)","up",1,2
"18",2.28907365329981,2.3278057299314,2.30881083509857,"Wave 10","70+","70+","up",1,2
"19",4.80796226571334,4.8437058589791,4.82561647585594,"Wave 11","[0,17)","[0,17)","up",1,3
"20",7.70152960954653,7.75295166915966,7.72779952103704,"Wave 11","[0,17)","[17,70)","up",1,3
"21",0.135379827560054,0.140579540603944,0.137922725871763,"Wave 11","[0,17)","70+","low",1,3
"22",0.879151490372644,0.889570394963159,0.884449980848872,"Wave 11","[17,70)","[0,17)","low",1,3
"23",6.61602103907908,6.64079805439496,6.62871510528097,"Wave 11","[17,70)","[17,70)","up",1,3
"24",0.530629079859481,0.537273230010424,0.533914198585687,"Wave 11","[17,70)","70+","low",1,3
"25",0.393674171937702,0.412982503475519,0.403590673820012,"Wave 11","70+","[0,17)","low",1,3
"26",3.76069296437554,3.816679381285,3.78865605767511,"Wave 11","70+","[17,70)","up",1,3
"27",2.33377090267112,2.37593284713146,2.35480366173886,"Wave 11","70+","70+","up",1,3
"28",4.90004074474961,4.94781956830886,4.92374502576131,"Wave 12","[0,17)","[0,17)","up",1,4
"29",6.67395508860114,6.729911850967,6.70152946399432,"Wave 12","[0,17)","[17,70)","up",1,4
"30",0.476927747266012,0.48701701375089,0.482090456381594,"Wave 12","[0,17)","70+","low",1,4
"31",0.900188844916926,0.91045552333992,0.905307166486709,"Wave 12","[17,70)","[0,17)","low",1,4
"32",5.59161966339567,5.61638580501834,5.60347897018316,"Wave 12","[17,70)","[17,70)","up",1,4
"33",2.05999611029679,2.07503548465578,2.06749308171849,"Wave 12","[17,70)","70+","up",1,4
"34",0.345504079310766,0.365230656592615,0.355200136170022,"Wave 12","70+","[0,17)","low",1,4
"35",3.18165990383236,3.24010291659573,3.21120472055247,"Wave 12","70+","[17,70)","up",1,4
"36",3.15613931435436,3.20891456690429,3.18214114488702,"Wave 12","70+","70+","up",1,4
"37",6.44436048250316,6.4893310733928,6.46557956616517,"Wave 13","[0,17)","[0,17)","up",2,1
"38",8.20916757053981,8.26707195648234,8.23768025073296,"Wave 13","[0,17)","[17,70)","up",2,1
"39",0.8818023780685,0.898075615239536,0.89031819468834,"Wave 13","[0,17)","70+","low",2,1
"40",1.05080097772515,1.06446908768985,1.05760256050485,"Wave 13","[17,70)","[0,17)","low",2,1
"41",6.19150123235168,6.22133096890592,6.20639301135135,"Wave 13","[17,70)","[17,70)","up",2,1
"42",1.96185382809341,1.97650627942565,1.96907955438167,"Wave 13","[17,70)","70+","up",2,1
"43",0.506032750612835,0.527802010587511,0.516880734659181,"Wave 13","70+","[0,17)","low",2,1
"44",3.69079746050814,3.74730548402693,3.71871183561958,"Wave 13","70+","[17,70)","up",2,1
"45",3.44802207266369,3.50854253682606,3.47862305136057,"Wave 13","70+","70+","up",2,1
"46",7.46480523237443,7.51316981455319,7.48927445594728,"Wave 14","[0,17)","[0,17)","up",2,2
"47",8.69688325985611,8.75174954131496,8.72400552195657,"Wave 14","[0,17)","[17,70)","up",2,2
"48",0.718016283602978,0.733679326809583,0.72583769590563,"Wave 14","[0,17)","70+","low",2,2
"49",1.01032431833895,1.02070629180614,1.01572722316999,"Wave 14","[17,70)","[0,17)","low",2,2
"50",6.25410794783297,6.27913228664053,6.26659052605835,"Wave 14","[17,70)","[17,70)","up",2,2
"51",2.10274547953924,2.11757765229505,2.11027205892631,"Wave 14","[17,70)","70+","up",2,2
"52",0.307793191083029,0.327631972588413,0.317806398789831,"Wave 14","70+","[0,17)","low",2,2
"53",3.18549385632592,3.26306674800251,3.22403073745772,"Wave 14","70+","[17,70)","up",2,2
"54",3.26019681661533,3.35428677966307,3.30671316222261,"Wave 14","70+","70+","up",2,2
"55",6.25921534861274,6.31252263732766,6.28582941510519,"Wave 15","[0,17)","[0,17)","up",2,3
